season,player_name,team,per,per_min,ws,off_ws,def_ws,ws_40,off_ws_40,def_ws_40,off_rtg,def_rtg,season_type
2025,Nyara Sabally,,13.4,4098,0.8,0.4,0.4,0.11,0.05,0.06,104.3,98.8,2
2025,Janelle Salaün,,12.2,11866,1.9,0.9,1,0.08,0.04,0.04,99.3,101.7,2
2025,Karlie Samuelson,,6.7,1526,0.5,0.2,0.3,0.09,0.04,0.05,104.4,100,2
2025,Katie Lou Samuelson,,--,--,--,0,--,--,--,--,--,--,2
2025,Madison Scott,,8.5,397,0.1,0.1,0,0.06,0.06,0,110.2,110.7,2
2025,Jacy Sheldon,,11.8,8376,1,1.1,-0.1,0.06,0.06,0,110.2,110.9,2
2025,Jessica Shepard,,20.9,17469,4.2,2.8,1.4,0.2,0.14,0.07,121.6,96.8,2
2025,Jaylyn Sherrod,,5.4,774,0.1,-0.1,0.2,0.01,-0.04,0.06,80.7,99.1,2
2025,Maddy Siegrist,,17.2,12107,1.9,1.9,0,0.11,0.11,0,116.9,110.1,2
2025,Odyssey Sims,,12,8071,1.2,1.1,0.1,0.07,0.06,0.01,106.4,109,2
2025,Kamiah Smalls,,0,0,0,0,0,0.05,0,0.05,--,100.7,2
2025,Alanna Smith,,18,20095,4.5,2.2,2.3,0.16,0.08,0.08,110,93.7,2
2025,NaLyssa Smith,,13.2,12601,2.3,1.3,0.9,0.09,0.06,0.04,105.6,102.4,2
2025,Azurá Stevens,,20,24953,4.5,3.4,1.1,0.14,0.11,0.04,115.5,102.9,2
2025,Breanna Stewart,,23.7,22486,4.7,3.2,1.5,0.2,0.13,0.07,112.6,97.3,2
2025,Kiah Stokes,,7,3587,0.7,0,0.7,0.06,0,0.06,91.8,98.9,2
2025,Serena Sundell,,-9.1,-198,-0.1,-0.1,0,-0.22,-0.14,-0.08,0,125.5,2
2025,Sug Sutton,,9.8,11051,1.1,0.5,0.6,0.04,0.02,0.02,96.5,106.1,2
2025,Brittney Sykes,,13.5,16124,2.1,1,1.1,0.07,0.03,0.04,97.7,102.9,2
2025,Stephanie Talbot,,9.1,4920,0.7,0.1,0.6,0.05,0.01,0.04,94.5,101.4,2
2025,Camryn Taylor,,-9.4,-213,-0.1,-0.1,0,-0.24,-0.26,0.02,45.7,106.2,2
2025,Taylor Thierry,,5.5,198,0,-0.1,0.1,-0.02,-0.11,0.09,64.9,91.6,2
2025,Alyssa Thomas,,25.1,30588,6.6,4.4,2.2,0.22,0.14,0.07,113.5,95.7,2
2025,Kayla Thornton,,15.1,10006,1.9,0.8,1.1,0.11,0.05,0.07,100.5,97,2
2025,Makayla Timpson,,17.5,3831,0.9,0.5,0.4,0.16,0.09,0.07,116.2,96,2
2025,Mamignan Touré,,5.2,769,0,-0.1,0,0,-0.01,0.01,87.7,108.2,2
2025,Brianna Turner,,7.4,1721,0.3,0.1,0.2,0.06,0.02,0.04,100.3,102.9,2
2025,Sevgi Uzun,,2.9,1284,-0.7,-0.8,0.1,-0.06,-0.07,0.01,73.5,107.8,2
2025,Hailey Van Lith,,5.8,2085,-0.5,-0.5,0,-0.06,-0.06,0,80.3,110.4,2
2025,Courtney Vandersloot,,15.4,2937,0.3,0.2,0.1,0.07,0.05,0.02,101.6,106.7,2
2025,Julie Vanloo,,3.7,1646,-0.6,-0.6,0,-0.05,-0.05,0,79.2,109.7,2
2025,Shatori Walker-Kimbrough,,7.8,2759,0.6,0.1,0.5,0.07,0.01,0.06,97.5,99,2
2025,Kathryn Westbeld,,10.5,8289,1.6,0.5,1,0.08,0.03,0.05,100,99.7,2
2025,Maddy Westbeld,,10.3,3651,0.4,0.3,0.1,0.04,0.03,0.01,100.3,108,2
2025,Erica Wheeler,,13.3,15031,2.3,1,1.3,0.08,0.04,0.05,99.2,100.9,2
2025,Sami Whitcomb,,11.5,11850,2.1,1.1,1,0.08,0.04,0.04,101.7,102.7,2
2025,Courtney Williams,,18.1,22825,4.5,2.5,2.1,0.14,0.08,0.07,104.1,97.1,2
2025,Gabby Williams,,15.6,21728,3.5,1.3,2.2,0.1,0.04,0.06,99.6,97.3,2
2025,Elizabeth Williams,,17,15421,1.7,1.2,0.5,0.07,0.05,0.02,102.2,105.7,2
2025,Kiana Williams,,12.1,1293,0.1,0.1,0.1,0.05,0.03,0.02,98.6,105.7,2
2025,Christyn Williams,,9,400,0,0.1,0,0.01,0.05,-0.04,102.3,118.2,2
2025,A'ja Wilson,,33.1,41343,8.9,6.3,2.6,0.29,0.2,0.08,118.6,93.3,2
2025,Jackie Young,,22.1,29572,6.3,5,1.3,0.19,0.15,0.04,116.9,102.5,2
2025,Li Yueru,,13.4,6947,1.1,0.9,0.2,0.08,0.07,0.02,107.3,106.5,2
2025,Cecilia Zandalasini,,15.7,7037,1.4,0.9,0.5,0.13,0.08,0.05,110.5,101,2
2025,Monique Akoa Makani,,8.8,2360,0.3,0.2,0.1,0.05,0.03,0.02,97.2,104.2,3
2025,Laeticia Amihere,,2.9,12,0,0,0,-0.02,0,-0.02,--,112.6,3
2025,Kierstan Bell,,9.6,1158,0.1,0.1,0,0.05,0.04,0.01,104.8,105.6,3
2025,Chloe Bibby,,--,--,--,0,--,--,--,--,--,--,3
2025,Monique Billings,,21.2,612,0.1,0.1,0,0.09,0.11,-0.02,116,111.5,3
2025,DeWanna Bonner,,14.5,4191,0.8,0.4,0.4,0.12,0.06,0.06,105.1,96.5,3
2025,Aliyah Boston,,16.9,4260,0.8,0.5,0.3,0.13,0.08,0.05,106,98.4,3
2025,Kalani Brown,,14.9,377,0.1,0,0.1,0.1,0.01,0.09,91.1,90.2,3
2025,Lexie Brown,,32.3,214,0,0,0,0.18,0.21,-0.03,150.8,113.7,3
2025,Kennedy Burke,,0.4,19,-0.2,-0.2,0.1,-0.12,-0.17,0.05,60.5,97,3
2025,Veronica Burton,,14.3,1000,0,0,0.1,0.01,-0.02,0.03,87.1,101.9,3
2025,Maya Caldwell,,4.6,183,0,-0.1,0.1,0,-0.05,0.05,73.4,97.8,3
2025,Jordin Canada,,9.8,799,0.1,0,0.1,0.05,0,0.05,89.7,98.3,3
2025,Bridget Carleton,,6.8,1158,0.3,0.1,0.2,0.06,0.03,0.04,100.9,100.7,3
2025,DiJonai Carrington,,25.6,652,0.1,0.1,0,0.22,0.18,0.04,122.5,99.3,3
2025,Kaila Charles,,6.3,287,-0.1,0,0,-0.05,-0.04,-0.01,79.4,109.4,3
2025,Kaitlyn Chen,,31.6,136,0,0,0,0.28,0.3,-0.02,211.3,112.6,3
2025,Caitlin Clark,,--,--,--,0,--,--,--,--,--,--,3
2025,Natasha Cloud,,16,1645,0.4,0.2,0.2,0.15,0.06,0.08,106.5,91.3,3
2025,Nia Coffey,,-3.5,-56,0,-0.1,0,-0.08,-0.13,0.05,45.2,98.8,3
2025,Napheesa Collier,,21.5,3747,0.7,0.5,0.2,0.16,0.11,0.05,108.4,98,3
2025,Sydney Colson,,--,--,--,0,--,--,--,--,--,--,3
2025,Zia Cooke,,2.8,21,0,0,0,-0.17,-0.12,-0.05,73.7,117.5,3
2025,Kahleah Copper,,13.8,5191,0.8,0.7,0.2,0.09,0.07,0.02,103.7,104.6,3
2025,Sophie Cunningham,,--,--,--,0,--,--,--,--,--,--,3
2025,Damiris Dantas,,--,--,--,0,--,--,--,--,--,--,3
2025,Skylar Diggins,,19.4,1894,0.3,0.3,0,0.11,0.11,-0.01,108.1,109.2,3
2025,Dana Evans,,15.8,3736,0.7,0.7,0,0.12,0.12,0,117,108.2,3
2025,Leonie Fiebich,,2.5,230,0,-0.1,0.1,-0.02,-0.06,0.05,69.8,98.9,3
2025,Temi Fágbénlé,,17.9,356,0.1,0.1,0,0.1,0.14,-0.03,113.5,114.5,3
2025,Rebekah Gardner,,0.9,14,0,0,0,0.04,0.01,0.03,95.4,101.2,3
2025,Chelsea Gray,,17.6,7482,1.3,1,0.4,0.13,0.09,0.03,111.2,101.3,3
2025,Allisha Gray,,15.3,1523,0.3,0.1,0.2,0.13,0.06,0.07,100.1,94.6,3
2025,Brittney Griner,,9.7,309,0,0,0,0.03,0,0.03,89.3,101.2,3
2025,Megan Gustafson,,7.1,735,0.1,0.1,0,0.05,0.05,0,109.5,107.2,3
2025,Bree Hall,,30.5,243,0.1,0.1,0,0.29,0.25,0.03,133.4,101.3,3
2025,Isabelle Harrison,,43.6,299,0,0,0,0.25,0.04,0.21,104.2,67.1,3
2025,Tiffany Hayes,,--,--,--,0,--,--,--,--,--,--,3
2025,Lexi Held,,1.8,21,0,0,0,-0.09,-0.11,0.02,58.9,103.8,3
2025,Natisha Hiedeman,,12.3,1528,0.2,0.1,0.1,0.06,0.02,0.04,93.3,100,3
2025,Naz Hillmon,,12.7,1287,0.3,0.2,0.2,0.13,0.07,0.06,108.3,95.7,3
2025,MacKenzie Holmes,,2.5,13,0,0,0,-0.02,0,-0.02,--,112.5,3
2025,Natasha Howard,,14,2731,0.5,0.3,0.2,0.09,0.06,0.04,101.2,100.5,3
2025,Rhyne Howard,,11,1147,0.2,0,0.2,0.06,0,0.06,90,96,3
2025,Lexie Hull,,8,2147,0.3,0.1,0.2,0.05,0.01,0.04,92.6,100.7,3
2025,Sabrina Ionescu,,9.4,996,0,-0.2,0.2,-0.01,-0.06,0.06,80.6,96.4,3
2025,Marine Johannes,,-2.9,-29,0,0,0,-0.11,-0.16,0.05,62.1,97.6,3
2025,Brionna Jones,,17.8,1516,0.4,0.2,0.2,0.17,0.1,0.08,116.6,93,3
2025,Jonquel Jones,,6.4,570,0,-0.2,0.2,0.01,-0.08,0.09,69.9,89.6,3
2025,Maria Kliundikova,,19.7,1008,0.2,0.1,0.1,0.15,0.06,0.09,104.1,90.4,3
2025,Sika Koné,,-46.8,-125,-0.1,-0.1,0,-0.97,-0.99,0.02,18.4,104.5,3
2025,Anastasiia Olairi Kosu,,32.9,243,0.1,0.1,0,0.35,0.33,0.03,203.5,102.4,3
2025,Kitija Laksa,,7,62,0,0,0,-0.03,-0.04,0.01,81.3,105.5,3
2025,Carla Leite,,-6.2,-98,-0.1,-0.1,0,-0.27,-0.23,-0.04,54.3,115.6,3
2025,Jewell Loyd,,12.5,4394,0.8,0.7,0.1,0.09,0.08,0.01,114.1,105.5,3
2025,Natasha Mack,,15.4,2359,0.5,0.3,0.2,0.14,0.08,0.05,121.9,97.1,3
2025,Ezi Magbegor,,12.6,934,0.1,0.1,0,0.07,0.07,0,116.7,106.9,3
2025,Dominique Malonga,,19.1,1310,0.2,0.2,0,0.12,0.09,0.03,109.6,102.5,3
2025,Kate Martin,,18.4,584,0.1,0.1,0,0.09,0.13,-0.04,117.6,115.9,3
2025,Kayla McBride,,21.1,4655,1.1,0.9,0.2,0.19,0.16,0.04,122.6,100.8,3
2025,Aari McDonald,,--,--,--,0,--,--,--,--,--,--,3
2025,Emma Meesseman,,6,243,-0.1,-0.2,0.1,-0.1,-0.16,0.06,69.2,95.6,3
2025,Kelsey Mitchell,,20.5,5346,1.2,1,0.2,0.18,0.15,0.02,113.1,103.1,3
2025,Tiffany Mitchell,,21.2,249,0.1,0.1,0,0.22,0.25,-0.04,144.1,114.9,3
2025,Aaliyah Nye,,-10,-152,-0.1,-0.1,0,-0.18,-0.17,-0.01,0,110.5,3
2025,Nneka Ogwumike,,21.3,1978,0.3,0.3,0,0.13,0.13,-0.01,112.1,109.1,3
2025,Te-Hina Paopao,,18.9,557,0.1,0,0,0.07,0.01,0.06,91.5,95.1,3
2025,Cheyenne Parker-Tyus,,7.9,289,0,0,0,0.05,0.05,0,101.6,108.4,3
2025,Shey Peddy,,10.5,1360,0.3,0.2,0.1,0.08,0.05,0.03,104.3,100.9,3
2025,Aerial Powers,,-0.9,-75,-0.1,-0.2,0.1,-0.06,-0.1,0.04,62.8,99.9,3
2025,Iliana Rupert,,4.7,227,-0.1,0,0,-0.06,-0.03,-0.03,81.2,114.5,3
2025,Satou Sabally,,19.5,6344,1.3,0.9,0.4,0.16,0.11,0.04,107.9,99.2,3
2025,Nyara Sabally,,0.8,6,0,-0.1,0,-0.17,-0.29,0.12,41.3,84.2,3
2025,Janelle Salaün,,13,906,0.1,0.1,-0.1,0.05,0.08,-0.03,114.3,114,3
2025,Katie Lou Samuelson,,--,--,--,0,--,--,--,--,--,--,3
2025,Jessica Shepard,,15.2,1608,0.3,0.2,0.1,0.12,0.07,0.06,106,96.9,3
2025,Jaylyn Sherrod,,3.7,16,0,0,0,0.01,0.01,0,92.2,107.2,3
2025,Odyssey Sims,,16.4,3848,0.7,0.5,0.2,0.13,0.09,0.03,105.9,101.1,3
2025,NaLyssa Smith,,12.5,3453,0.6,0.3,0.2,0.08,0.05,0.03,104,101.4,3
2025,Alanna Smith,,12,1699,0.3,0.1,0.3,0.09,0.01,0.07,93.8,93.4,3
2025,Breanna Stewart,,22.9,2170,0.5,0.3,0.2,0.22,0.14,0.08,113.6,92.1,3
2025,Kiah Stokes,,-2.4,-27,0,0,0,-0.01,0,-0.01,--,109.7,3
2025,Brittney Sykes,,-3.7,-244,-0.3,-0.3,-0.1,-0.19,-0.16,-0.03,54.9,114.2,3
2025,Stephanie Talbot,,-4.8,-41,0,0,0,-0.08,-0.11,0.02,0,103.3,3
2025,Camryn Taylor,,-13,-49,0,0,0,-0.18,-0.23,0.05,0,98.9,3
2025,Taylor Thierry,,0,0,0,0,0,0.01,0,0.01,--,105.2,3
2025,Alyssa Thomas,,21,8473,1.4,0.9,0.6,0.14,0.09,0.06,103,96.9,3
2025,Kayla Thornton,,--,--,--,0,--,--,--,--,--,--,3
2025,Makayla Timpson,,21.4,1095,0.2,0.2,0.1,0.19,0.14,0.06,129.1,96.4,3
2025,Brianna Turner,,9.8,1396,0.3,0.1,0.2,0.08,0.03,0.05,107,97.3,3
2025,Shatori Walker-Kimbrough,,30.3,194,0,0,0,0.3,0.05,0.25,220.2,59.1,3
2025,Kathryn Westbeld,,13.9,1782,0.4,0.2,0.2,0.12,0.06,0.06,110.6,96.6,3
2025,Erica Wheeler,,13.6,1089,0.1,0.2,0,0.07,0.09,-0.02,105.8,111.6,3
2025,Sami Whitcomb,,7.6,1928,0.1,-0.2,0.2,0.01,-0.03,0.04,84,100.7,3
2025,Courtney Williams,,18.5,3593,0.5,0.2,0.4,0.11,0.04,0.07,95.6,93,3
2025,Gabby Williams,,11.5,1043,0,0,0,0.01,0.02,-0.01,94.8,110.4,3
2025,Kiana Williams,,11.8,84,0,0,0,0.13,0.11,0.02,200,104.3,3
2025,A'ja Wilson,,30.5,13179,2.5,1.7,0.7,0.23,0.16,0.07,110.4,94.6,3
2025,Jackie Young,,24.1,10058,2.2,2,0.1,0.21,0.2,0.01,121.2,105.3,3
2025,Cecilia Zandalasini,,9.5,591,-0.1,0,0,-0.04,-0.02,-0.02,87.5,112,3