Player,Team,Match Up,Game Date,win_loss,MIN,OffRtg,DefRtg,NetRtg,AST%,AST_TOV,AST_Ratio,OREB%,DREB%,REB%,TOV_Ratio,eFG%,TS%,USG%,PACE,PACE_40,PIE,season_type
Jewell Loyd,LVA,LVA @ MIN,6/17/2025,L,34,86.2,96.9,-10.8,0.188,1,0.167,0.050,0.150,0.100,0.167,0.500,0.500,0.192,92.2,76.9,9.7,2
Jewell Loyd,LVA,LVA vs. PHX,6/15/2025,L,32,91.9,101.6,-9.7,0.167,2,0.133,0.065,0.118,0.092,0.067,0.682,0.715,0.173,93.5,77.9,19.3,2
Jewell Loyd,LVA,LVA vs. DAL,6/13/2025,W,28,103.6,110.3,-6.8,0.167,0.67,0.105,0.042,0.083,0.063,0.158,0.731,0.756,0.266,97.2,81.0,14.7,2
Jewell Loyd,LVA,LVA vs. LAS,6/11/2025,L,25,116,117.6,-1.6,0.059,1,0.091,0.000,0.000,0.000,0.091,0.389,0.389,0.169,96.1,80.1,-2.2,2
Jewell Loyd,LVA,LVA @ GSV,6/7/2025,L,26,81.5,128.8,-47.4,0.071,0,0.111,0.103,0.136,0.118,0.000,0.167,0.305,0.133,98.2,81.9,5,2
Jewell Loyd,LVA,LVA @ SEA,6/1/2025,W,28,83.6,92.6,-9,0.267,2,0.308,0.036,0.194,0.119,0.154,0.667,0.683,0.145,92.1,76.8,20.4,2
Jewell Loyd,LVA,LVA vs. LAS,5/30/2025,W,33,122.9,81.2,41.7,0.143,0,0.308,0.000,0.188,0.091,0.000,0.188,0.169,0.114,101.1,84.2,1.7,2
Jewell Loyd,LVA,LVA @ SEA,5/25/2025,L,34,95.7,121.7,-26.1,0.143,0,0.158,0.000,0.083,0.033,0.000,0.367,0.429,0.211,97.8,81.5,5.6,2
Jewell Loyd,LVA,LVA vs. WAS,5/23/2025,W,29,105.3,87.5,17.8,0.111,0,0.167,0.034,0.077,0.055,0.000,0.333,0.436,0.159,94.2,78.5,7,2
Jewell Loyd,LVA,LVA @ CON,5/20/2025,W,21,133.3,64.3,69,0.000,0,0.000,0.000,0.217,0.109,0.000,0.714,0.714,0.280,97.2,81.0,27.7,2
Jewell Loyd,LVA,LVA @ NYL,5/17/2025,L,32,90.5,116.9,-26.4,0.111,2,0.154,0.065,0.034,0.053,0.077,0.250,0.250,0.147,97.6,81.4,-2.9,2
Joyner Holmes,LVA,LVA @ IND,7/3/2025,L,7,50,70,-20,0.000,0,0.000,0.125,0.000,0.077,0.000,0.000,0.000,0.154,73.5,61.2,-30,2
Joyner Holmes,LVA,LVA @ PHX,6/29/2025,W,4,66.7,88.9,-22.2,0.000,0,0.000,0.000,0.400,0.222,0.000,0.500,0.500,0.222,108.9,90.8,21.1,2
Joyner Holmes,LVA,LVA vs. WAS,6/26/2025,L,6,125,154.5,-29.5,0.000,0,0.000,0.000,0.500,0.143,0.250,0.500,0.500,0.333,100.1,83.4,-4.1,2
Joyner Holmes,LVA,LVA vs. CON,6/25/2025,W,4,100,44.4,55.6,0.000,0,0.000,0.000,0.167,0.100,0.000,0.500,0.500,0.250,99.1,82.6,30.8,2
Joyner Holmes,LVA,LVA @ MIN,6/17/2025,L,6,72.7,90.9,-18.2,0.000,0,0.000,0.250,0.000,0.111,0.000,0.000,0.000,0.167,92.9,77.4,-25.9,2
Joyner Holmes,LVA,LVA vs. PHX,6/15/2025,L,3,100,60,40,0.000,0,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.333,80.9,67.4,-26.7,2
Kiah Stokes,LVA,LVA @ LAS,9/11/2025,W,5,77.8,127.3,-49.5,0.000,0,0.000,0.200,0.000,0.111,0.000,0.000,0.000,0.000,98.2,81.8,2.5,2
Kiah Stokes,LVA,LVA vs. CHI,9/9/2025,W,8,113.3,71.4,41.9,0.000,0,0.000,0.000,0.167,0.091,0.000,0.000,0.000,0.000,89.6,74.7,6.1,2
Kiah Stokes,LVA,LVA vs. CHI,9/7/2025,W,14,100,96.2,3.8,0.100,0,0.250,0.077,0.083,0.080,0.000,0.333,0.333,0.097,92.5,77.1,7.4,2
Kiah Stokes,LVA,LVA vs. MIN,9/4/2025,W,2,50,66.7,-16.7,0.000,0,0.000,0.333,0.000,0.167,0.000,0.000,0.000,0.200,109.6,91.3,-100,2
Kiah Stokes,LVA,LVA @ ATL,8/27/2025,W,5,50,110,-60,0.000,0,0.000,0.000,0.333,0.154,0.000,0.000,0.000,0.000,84.7,70.6,21.1,2
Kiah Stokes,LVA,LVA @ WAS,8/23/2025,W,2,0,200,-200,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.6,105.5,0,2
Kiah Stokes,LVA,LVA vs. PHX,8/21/2025,W,7,100,23.1,76.9,0.000,0,0.000,0.000,0.333,0.200,0.000,0.000,0.000,0.000,92.4,77.0,19,2
Kiah Stokes,LVA,LVA vs. ATL,8/19/2025,W,6,81.8,140,-58.2,0.000,0,0.000,0.000,0.250,0.083,1.000,0.000,0.000,0.077,84.5,70.4,0,2
Kiah Stokes,LVA,LVA vs. DAL,8/17/2025,W,7,114.3,107.1,7.1,0.000,0,0.000,0.000,0.500,0.231,0.000,0.000,0.000,0.000,102.0,85.0,8.7,2
Kiah Stokes,LVA,LVA @ PHX,8/15/2025,W,6,130.8,146.2,-15.4,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.3,83.6,-2.9,2
Kiah Stokes,LVA,LVA vs. NYL,8/13/2025,W,6,116.7,58.3,58.3,0.000,0,0.000,0.000,0.286,0.167,0.000,0.000,0.000,0.000,95.3,79.5,11.4,2
Kiah Stokes,LVA,LVA @ GSV,8/6/2025,W,2,0,175,-175,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.4,87.0,-25,2
Kiah Stokes,LVA,LVA vs. GSV,8/3/2025,W,4,71.4,112.5,-41.1,0.000,0,0.000,0.000,0.200,0.100,0.000,0.000,0.000,0.000,99.1,82.6,7.4,2
Kiah Stokes,LVA,LVA vs. MIN,8/2/2025,L,15,58.6,127.6,-69,0.200,0,0.500,0.050,0.118,0.081,0.000,1.500,1.500,0.029,90.6,75.5,13.5,2
Kiah Stokes,LVA,LVA @ LAS,7/29/2025,W,3,62.5,162.5,-100,0.000,0,0.000,0.000,0.333,0.167,0.000,0.000,0.000,0.000,115.5,96.2,0,2
Kiah Stokes,LVA,LVA @ MIN,7/25/2025,L,9,104.8,142.1,-37.3,0.000,0,0.000,0.000,0.222,0.118,0.000,0.000,0.000,0.000,108.7,90.6,5.3,2
Kiah Stokes,LVA,LVA @ IND,7/24/2025,L,5,30,88.9,-58.9,0.000,0,0.000,0.143,0.286,0.214,1.000,0.000,0.000,0.154,93.7,78.1,0,2
Kiah Stokes,LVA,LVA vs. ATL,7/22/2025,W,9,100,72.2,27.8,0.000,0,0.000,0.000,0.308,0.222,1.000,0.000,0.000,0.095,98.5,82.1,11.5,2
Kiah Stokes,LVA,LVA @ DAL,7/16/2025,W,6,94.4,75,19.4,0.000,0,0.000,0.000,0.083,0.048,0.000,0.000,0.000,0.000,128.9,107.4,15.4,2
Kiah Stokes,LVA,LVA vs. GSV,7/12/2025,W,3,40,212.5,-172.5,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,103.9,86.6,0,2
Kiah Stokes,LVA,LVA @ WAS,7/10/2025,L,16,79.4,76.5,2.9,0.000,0,0.000,0.000,0.214,0.103,0.000,0.000,0.000,0.057,103.3,86.1,0,2
Kiah Stokes,LVA,LVA @ NYL,7/8/2025,L,12,70.8,96,-25.2,0.000,0,0.000,0.000,0.214,0.115,1.000,0.000,0.000,0.071,97.8,81.5,-2.2,2
Kiah Stokes,LVA,LVA @ CON,7/6/2025,W,18,83.3,80,3.3,0.091,1,0.250,0.000,0.250,0.147,0.250,0.500,0.500,0.075,95.0,79.2,12.6,2
Kiah Stokes,LVA,LVA @ IND,7/3/2025,L,12,72.7,87.5,-14.8,0.000,0,0.000,0.077,0.133,0.107,0.000,0.000,0.347,0.120,94.2,78.5,14.7,2
Kiah Stokes,LVA,LVA @ PHX,6/29/2025,W,9,57.9,100,-42.1,0.000,0,0.000,0.000,0.364,0.211,0.667,0.000,0.000,0.150,98.7,82.3,-5.7,2
Kiah Stokes,LVA,LVA vs. WAS,6/26/2025,L,22,76.7,106.7,-29.9,0.091,0,0.333,0.050,0.115,0.087,0.000,1.000,1.000,0.044,94.2,78.5,7.4,2
Kiah Stokes,LVA,LVA vs. CON,6/25/2025,W,20,110.3,91.9,18.4,0.063,1,0.333,0.000,0.333,0.158,0.333,0.000,0.000,0.044,92.5,77.1,6.3,2
Kiah Stokes,LVA,LVA vs. IND,6/22/2025,W,19,94.7,92.5,2.2,0.067,1,0.250,0.053,0.263,0.158,0.250,0.000,0.000,0.068,98.9,82.5,5,2
Kiah Stokes,LVA,LVA vs. SEA,6/20/2025,L,19,113.5,139.5,-26,0.133,0,0.286,0.053,0.200,0.118,0.000,0.500,0.410,0.122,97.5,81.3,6,2
Kiah Stokes,LVA,LVA @ MIN,6/17/2025,L,30,83.1,86.7,-3.6,0.067,0,0.125,0.027,0.179,0.105,0.000,0.500,0.500,0.099,94.5,78.8,11,2
Kiah Stokes,LVA,LVA vs. PHX,6/15/2025,L,29,98.2,103.6,-5.4,0.056,0.33,0.111,0.161,0.300,0.230,0.333,0.000,0.000,0.116,92.5,77.0,3.9,2
Kiah Stokes,LVA,LVA vs. DAL,6/13/2025,W,33,102.9,94,8.9,0.118,2,0.250,0.033,0.233,0.133,0.125,0.600,0.600,0.078,98.7,82.2,10.8,2
Kiah Stokes,LVA,LVA vs. LAS,6/11/2025,L,30,115,108.1,6.9,0.050,0,0.250,0.063,0.238,0.132,0.000,0.667,0.667,0.044,98.9,82.5,7.8,2
Kiah Stokes,LVA,LVA @ GSV,6/7/2025,L,13,65.5,119.2,-53.7,0.000,0,0.000,0.000,0.286,0.138,0.000,0.000,0.568,0.030,102.9,85.8,8.1,2
Kiah Stokes,LVA,LVA @ SEA,6/1/2025,W,19,78.9,84.2,-5.3,0.000,0,0.000,0.056,0.316,0.189,0.000,0.500,0.500,0.048,98.2,81.9,14.4,2
Kiah Stokes,LVA,LVA vs. LAS,5/30/2025,W,18,117.1,64.1,53,0.077,0,0.250,0.056,0.158,0.108,0.000,1.250,1.215,0.067,104.5,87.1,23,2
Kiah Stokes,LVA,LVA @ SEA,5/25/2025,L,17,70.3,127.8,-57.5,0.000,0,0.000,0.000,0.500,0.154,0.000,0.000,0.000,0.026,103.6,86.3,4.6,2
Kiah Stokes,LVA,LVA vs. WAS,5/23/2025,W,16,66.7,123.3,-56.7,0.143,0,0.333,0.111,0.188,0.147,0.000,0.000,0.000,0.059,88.3,73.6,1,2
Kiah Stokes,LVA,LVA @ CON,5/20/2025,W,23,126.1,65.2,60.9,0.053,0,0.333,0.160,0.115,0.137,0.000,0.000,0.000,0.036,97.3,81.1,3.4,2
Kiah Stokes,LVA,LVA @ NYL,5/17/2025,L,18,83.3,102.9,-19.5,0.083,0,0.500,0.130,0.211,0.167,0.000,0.000,0.000,0.024,93.3,77.8,4.1,2
Kierstan Bell,LVA,LVA vs. CHI,9/7/2025,W,12,100,87,13,0.000,0,0.000,0.000,0.077,0.045,0.750,0.000,0.000,0.160,91.8,76.5,-14,2
Kierstan Bell,LVA,LVA vs. MIN,9/4/2025,W,12,104,100,4,0.250,2,0.250,0.083,0.200,0.136,0.125,0.500,0.500,0.207,96.3,80.2,13.8,2
Kierstan Bell,LVA,LVA @ ATL,8/27/2025,W,21,97.4,81.6,15.8,0.231,3,0.273,0.050,0.038,0.043,0.091,0.357,0.357,0.190,85.8,71.5,0.8,2
Kierstan Bell,LVA,LVA @ CHI,8/25/2025,W,7,64.3,107.1,-42.9,0.000,0,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.267,94.9,79.1,-14.3,2
Kierstan Bell,LVA,LVA @ WAS,8/23/2025,W,23,106.5,100,6.5,0.111,2,0.250,0.000,0.100,0.053,0.125,0.300,0.300,0.125,96.4,80.3,2.1,2
Kierstan Bell,LVA,LVA vs. PHX,8/21/2025,W,22,118.2,81.4,36.8,0.150,0,0.333,0.000,0.038,0.020,0.000,0.500,0.500,0.122,94.6,78.9,7.9,2
Kierstan Bell,LVA,LVA vs. ATL,8/19/2025,W,13,91.7,80.8,10.9,0.000,0,0.000,0.091,0.059,0.071,0.200,0.333,0.387,0.185,92.7,77.2,1.3,2
Kierstan Bell,LVA,LVA vs. DAL,8/17/2025,W,28,137,105.5,31.6,0.056,0,0.125,0.040,0.172,0.111,0.000,1.286,1.286,0.119,94.7,78.9,17.3,2
Kierstan Bell,LVA,LVA @ PHX,8/15/2025,W,14,83.3,75,8.3,0.167,0,0.125,0.111,0.000,0.065,0.000,0.333,0.291,0.194,100.8,84.0,3.6,2
Kierstan Bell,LVA,LVA vs. NYL,8/13/2025,W,8,100,106.7,-6.7,0.200,0,0.500,0.222,0.250,0.235,0.000,0.000,0.000,0.056,99.3,82.7,3.3,2
Kierstan Bell,LVA,LVA vs. CON,8/10/2025,W,11,104.2,56.5,47.6,0.111,1,0.200,0.000,0.077,0.043,0.200,0.500,0.500,0.143,105.8,88.1,5.1,2
Kierstan Bell,LVA,LVA vs. SEA,8/8/2025,W,9,120,100,20,0.143,0,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.118,88.0,73.3,-2.8,2
Kierstan Bell,LVA,LVA @ GSV,8/6/2025,W,11,128.6,126.3,2.3,0.143,0,0.250,0.000,0.125,0.067,0.000,0.500,0.500,0.125,90.4,75.3,8,2
Kierstan Bell,LVA,LVA vs. GSV,8/3/2025,W,15,76.7,86.7,-10,0.143,0,0.125,0.091,0.059,0.077,0.000,0.143,0.143,0.194,95.7,79.7,-1.3,2
Kierstan Bell,LVA,LVA vs. MIN,8/2/2025,L,22,72.7,120.9,-48.2,0.091,0.5,0.100,0.000,0.250,0.095,0.200,0.286,0.286,0.173,94.0,78.3,4.6,2
Kierstan Bell,LVA,LVA @ LAS,7/29/2025,W,21,95.5,84.1,11.4,0.059,0,0.091,0.080,0.000,0.044,0.000,0.150,0.150,0.189,102.8,85.6,-4.9,2
Kierstan Bell,LVA,LVA @ DAL,7/27/2025,W,21,137.8,84.1,53.7,0.067,1,0.067,0.045,0.071,0.060,0.067,0.682,0.745,0.255,99.8,83.2,18.6,2
Kierstan Bell,LVA,LVA @ MIN,7/25/2025,L,13,88.5,140.7,-52.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.500,0.533,0.267,98.6,82.2,4.7,2
Kierstan Bell,LVA,LVA @ IND,7/24/2025,L,5,66.7,75,-8.3,0.000,0,0.000,0.250,0.143,0.182,0.250,0.667,0.667,0.364,83.0,69.2,27.8,2
Kierstan Bell,LVA,LVA vs. ATL,7/22/2025,W,1,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88.6,73.9,0,2
Kierstan Bell,LVA,LVA @ WAS,7/10/2025,L,9,82.4,68.4,13.9,0.000,0,0.000,0.077,0.000,0.043,0.000,0.111,0.111,0.409,97.0,80.9,-34.2,2
Kierstan Bell,LVA,LVA @ NYL,7/8/2025,L,17,78.9,94.9,-15.9,0.000,0,0.000,0.118,0.000,0.054,0.000,0.500,0.666,0.163,106.7,88.9,15.8,2
Kierstan Bell,LVA,LVA @ CON,7/6/2025,W,18,102.7,85.3,17.4,0.000,0,0.000,0.000,0.105,0.063,0.167,0.800,0.800,0.150,96.3,80.2,9.8,2
Kierstan Bell,LVA,LVA @ IND,7/3/2025,L,7,50,70,-20,0.000,0,0.000,0.000,0.200,0.077,0.000,0.333,0.333,0.231,73.5,61.2,20,2
Kierstan Bell,LVA,LVA vs. WAS,6/26/2025,L,4,50,175,-125,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.375,107.2,89.3,-16.7,2
Kierstan Bell,LVA,LVA vs. CON,6/25/2025,W,13,95.8,73.1,22.8,0.000,0,0.000,0.083,0.188,0.143,0.000,0.667,0.667,0.231,95.6,79.7,27.7,2
Kierstan Bell,LVA,LVA vs. SEA,6/20/2025,L,2,50,100,-50,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,112.9,94.1,-14.3,2
Kierstan Bell,LVA,LVA @ MIN,6/17/2025,L,12,75,91.7,-16.7,0.000,0,0.000,0.000,0.188,0.103,0.167,0.500,0.500,0.214,93.8,78.2,14,2
Kierstan Bell,LVA,LVA vs. PHX,6/15/2025,L,14,67.9,76,-8.1,0.000,0,0.000,0.063,0.059,0.061,0.200,1.000,1.031,0.147,92.6,77.2,34.1,2
Kierstan Bell,LVA,LVA vs. DAL,6/13/2025,W,11,86.4,122.7,-36.4,0.000,0,0.000,0.111,0.167,0.143,0.333,0.375,0.375,0.261,98.5,82.1,1.3,2
Kierstan Bell,LVA,LVA @ GSV,6/7/2025,L,7,100,115.4,-15.4,0.250,0,0.333,0.000,0.167,0.071,0.000,0.000,0.000,0.143,95.0,79.2,0,2
Kierstan Bell,LVA,LVA @ SEA,5/25/2025,L,2,120,116.7,3.3,1.000,0,0.500,0.000,0.500,0.333,0.000,1.500,1.500,0.200,115.6,96.4,43.5,2
Kierstan Bell,LVA,LVA vs. WAS,5/23/2025,W,8,78.6,106.3,-27.7,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,92.9,77.4,-6.5,2
Kierstan Bell,LVA,LVA @ CON,5/20/2025,W,13,81.5,85.2,-3.7,0.250,0,0.250,0.000,0.071,0.034,0.000,0.500,0.500,0.100,102.9,85.7,15,2
Kierstan Bell,LVA,LVA @ NYL,5/17/2025,L,6,53.8,76.9,-23.1,0.000,0,0.000,0.000,0.250,0.125,0.000,0.333,0.333,0.214,114.2,95.1,9.5,2
Megan Gustafson,LVA,LVA @ LAS,9/11/2025,W,6,120,150,-30,0.000,0,0.000,0.000,0.250,0.125,0.000,1.500,1.500,0.083,93.5,77.9,16.9,2
Megan Gustafson,LVA,LVA vs. CHI,9/9/2025,W,3,100,85.7,14.3,0.000,0,0.000,0.000,1.000,0.500,0.000,0.625,0.625,0.571,101.8,84.9,45.5,2
Megan Gustafson,LVA,LVA vs. CHI,9/7/2025,W,17,118.8,71.9,46.9,0.000,0,0.000,0.077,0.050,0.061,0.167,0.400,0.400,0.176,92.3,76.9,-2.1,2
Megan Gustafson,LVA,LVA @ CHI,8/25/2025,W,10,60.9,81.8,-20.9,0.250,0,0.333,0.000,0.111,0.042,0.000,0.750,0.750,0.080,107.3,89.4,4.7,2
Megan Gustafson,LVA,LVA @ WAS,8/23/2025,W,7,81.3,106.3,-25,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,111.0,92.5,-16,2
Megan Gustafson,LVA,LVA vs. PHX,8/21/2025,W,3,83.3,28.6,54.8,0.000,0,0.000,0.000,0.400,0.250,0.000,0.000,0.000,0.333,94.6,78.8,0,2
Megan Gustafson,LVA,LVA vs. DAL,8/17/2025,W,2,100,180,-80,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.8,92.3,-6.3,2
Megan Gustafson,LVA,LVA vs. CON,8/10/2025,W,11,129.2,143.5,-14.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.750,0.750,0.067,104.4,87.0,0.9,2
Megan Gustafson,LVA,LVA vs. SEA,8/8/2025,W,12,78.3,139.1,-60.9,0.000,0,0.000,0.133,0.250,0.174,0.000,0.000,0.000,0.000,91.9,76.6,5.9,2
Megan Gustafson,LVA,LVA @ GSV,8/6/2025,W,1,0,250,-250,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91.8,76.5,0,2
Megan Gustafson,LVA,LVA vs. GSV,8/3/2025,W,13,150,122.2,27.8,0.000,0,0.000,0.091,0.118,0.107,0.000,0.600,0.680,0.207,94.8,79.0,6.5,2
Megan Gustafson,LVA,LVA vs. MIN,8/2/2025,L,22,59.1,134.1,-75,0.000,0,0.000,0.000,0.045,0.020,0.250,0.500,0.500,0.163,95.1,79.3,-1.9,2
Megan Gustafson,LVA,LVA @ LAS,7/29/2025,W,7,75,106.7,-31.7,0.000,0,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.125,103.5,86.2,-21.1,2
Megan Gustafson,LVA,LVA @ DAL,7/27/2025,W,12,104,122.7,-18.7,0.125,0,0.200,0.000,0.100,0.040,0.000,0.000,0.000,0.129,98.2,81.9,-16.9,2
Megan Gustafson,LVA,LVA @ MIN,7/25/2025,L,13,106.9,151.9,-45,0.111,0,0.167,0.071,0.000,0.038,0.000,1.000,0.820,0.156,101.8,84.9,4.2,2
Megan Gustafson,LVA,LVA @ IND,7/24/2025,L,12,56,100,-44,0.000,0,0.000,0.063,0.385,0.207,0.000,0.000,0.000,0.031,99.0,82.5,6.8,2
Megan Gustafson,LVA,LVA vs. ATL,7/22/2025,W,18,97.4,102.8,-5.4,0.000,0,0.000,0.000,0.105,0.059,0.000,0.750,0.750,0.098,100.6,83.9,6.8,2
Megan Gustafson,LVA,LVA @ DAL,7/16/2025,W,15,115.2,84.8,30.3,0.077,1,0.125,0.125,0.095,0.108,0.125,0.375,0.434,0.184,105.5,87.9,3.4,2
Megan Gustafson,LVA,LVA vs. GSV,7/12/2025,W,20,145.2,104.8,40.5,0.053,0,0.143,0.000,0.118,0.067,0.000,0.250,0.403,0.125,102.2,85.2,-2.3,2
Megan Gustafson,LVA,LVA @ WAS,7/10/2025,L,22,68.2,80.4,-12.3,0.000,0,0.000,0.000,0.190,0.082,0.111,0.250,0.250,0.173,97.4,81.2,1.7,2
NaLyssa Smith,LVA,LVA @ LAS,9/11/2025,W,24,132.7,64.2,68.6,0.091,0,0.200,0.048,0.037,0.042,0.000,0.625,0.625,0.136,110.3,91.9,8.3,2
NaLyssa Smith,LVA,LVA vs. CHI,9/9/2025,W,23,121.4,85.4,36.1,0.071,1,0.083,0.053,0.160,0.114,0.083,0.688,0.666,0.239,88.1,73.4,13.7,2
NaLyssa Smith,LVA,LVA vs. MIN,9/4/2025,W,26,134.6,125,9.6,0.000,0,0.000,0.000,0.222,0.121,0.111,0.625,0.625,0.164,96.3,80.2,4.3,2
NaLyssa Smith,LVA,LVA @ ATL,8/27/2025,W,17,96.7,93.5,3.1,0.000,0,0.000,0.063,0.100,0.083,0.000,0.200,0.200,0.156,85.5,71.2,-0.9,2
NaLyssa Smith,LVA,LVA @ CHI,8/25/2025,W,28,110.7,96.4,14.4,0.000,0,0.000,0.000,0.100,0.057,0.111,0.571,0.635,0.153,93.8,78.2,6.3,2
NaLyssa Smith,LVA,LVA @ WAS,8/23/2025,W,19,118.4,104.9,13.5,0.154,2,0.250,0.067,0.050,0.057,0.125,0.800,0.800,0.154,99.0,82.5,5.8,2
NaLyssa Smith,LVA,LVA vs. PHX,8/21/2025,W,23,104.8,100,4.8,0.154,0,0.182,0.048,0.133,0.098,0.000,0.625,0.676,0.196,90.2,75.2,17.3,2
NaLyssa Smith,LVA,LVA vs. ATL,8/19/2025,W,26,108.3,80.4,27.9,0.053,0.33,0.143,0.000,0.037,0.021,0.429,0.833,0.833,0.107,85.9,71.6,0,2
NaLyssa Smith,LVA,LVA vs. DAL,8/17/2025,W,22,143.9,97.7,46.2,0.067,0,0.091,0.000,0.167,0.100,0.000,0.625,0.717,0.217,93.7,78.1,14.8,2
NaLyssa Smith,LVA,LVA @ PHX,8/15/2025,W,26,109.8,90.4,19.4,0.000,0,0.000,0.043,0.258,0.167,0.273,0.429,0.444,0.186,95.6,79.7,3.6,2
NaLyssa Smith,LVA,LVA vs. NYL,8/13/2025,W,26,106,110.2,-4.2,0.000,0,0.000,0.074,0.182,0.122,0.167,0.500,0.647,0.094,90.6,75.5,5.5,2
NaLyssa Smith,LVA,LVA vs. CON,8/10/2025,W,22,120.9,102.3,18.6,0.000,0,0.000,0.050,0.238,0.146,0.222,0.400,0.417,0.170,95.9,80.0,3,2
NaLyssa Smith,LVA,LVA vs. SEA,8/8/2025,W,31,122.6,103.3,19.2,0.048,0.33,0.100,0.138,0.296,0.214,0.300,0.833,0.776,0.125,93.3,77.7,10.6,2
NaLyssa Smith,LVA,LVA @ GSV,8/6/2025,W,26,90.2,82,8.2,0.000,0,0.000,0.190,0.192,0.191,0.143,0.800,0.680,0.121,93.4,77.9,17.6,2
NaLyssa Smith,LVA,LVA vs. GSV,8/3/2025,W,16,69.7,79.4,-9.7,0.125,0.5,0.167,0.050,0.182,0.119,0.333,0.750,0.694,0.125,97.9,81.5,10,2
NaLyssa Smith,LVA,LVA vs. MIN,8/2/2025,L,17,94.1,147.1,-52.9,0.000,0,0.000,0.111,0.000,0.074,0.125,0.500,0.509,0.205,96.1,80.1,1.2,2
NaLyssa Smith,LVA,LVA @ LAS,7/29/2025,W,18,120,68.4,51.6,0.000,0,0.000,0.167,0.056,0.119,0.000,0.600,0.680,0.133,99.3,82.7,13.5,2
NaLyssa Smith,LVA,LVA @ DAL,7/27/2025,W,23,110.9,93,17.8,0.000,0,0.000,0.192,0.074,0.132,0.083,0.500,0.486,0.214,94.9,79.1,6,2
NaLyssa Smith,LVA,LVA @ MIN,7/25/2025,L,23,95.5,121.7,-26.3,0.000,0,0.000,0.000,0.217,0.094,0.000,0.600,0.592,0.135,94.1,78.4,9.6,2
NaLyssa Smith,LVA,LVA @ IND,7/24/2025,L,26,88.9,98.1,-9.2,0.143,0.67,0.133,0.120,0.233,0.182,0.200,0.500,0.512,0.224,96.4,80.4,11.7,2
NaLyssa Smith,LVA,LVA vs. ATL,7/22/2025,W,22,104.2,70,34.2,0.000,0,0.000,0.042,0.125,0.083,0.222,0.786,0.786,0.173,105.2,87.7,13.4,2
NaLyssa Smith,LVA,LVA @ DAL,7/16/2025,W,23,100,108.3,-8.3,0.059,0,0.100,0.160,0.143,0.151,0.000,0.286,0.400,0.158,99.9,83.2,7.7,2
NaLyssa Smith,LVA,LVA vs. GSV,7/12/2025,W,9,125,129.4,-4.4,0.143,0,0.500,0.000,0.000,0.000,0.000,1.000,1.000,0.056,84.0,70.0,-2.6,2
