Player,Team,Match Up,Game Date,win_loss,MIN,OffRtg,DefRtg,NetRtg,AST%,AST_TOV,AST_Ratio,OREB%,DREB%,REB%,TOV_Ratio,eFG%,TS%,USG%,PACE,PACE_40,PIE,season_type
NaLyssa Smith,LVA,LVA @ WAS,7/10/2025,L,24,87.5,93.8,-6.3,0.133,0.67,0.154,0.000,0.190,0.091,0.231,0.333,0.387,0.204,95.3,79.5,-2.1,2
NaLyssa Smith,LVA,LVA @ NYL,7/8/2025,L,26,108,115.4,-7.4,0.083,1,0.111,0.043,0.115,0.082,0.111,0.800,0.814,0.145,95.2,79.3,9.2,2
NaLyssa Smith,LVA,LVA @ CON,7/6/2025,W,24,113.6,91.3,22.3,0.067,1,0.100,0.222,0.286,0.256,0.100,0.714,0.698,0.184,91.6,76.3,20.3,2
NaLyssa Smith,LVA,LVA @ IND,7/3/2025,L,23,77.5,111.9,-34.4,0.000,0,0.000,0.125,0.333,0.194,0.300,0.167,0.291,0.208,85.3,71.1,-4.4,2
Tiffany Mitchell,LVA,LVA @ PHX,6/29/2025,W,21,117.9,109.8,8.2,0.000,0,0.000,0.053,0.048,0.050,0.000,0.833,0.773,0.089,93.0,77.5,7.6,2
Tiffany Mitchell,LVA,LVA vs. WAS,6/26/2025,L,6,125,154.5,-29.5,0.000,0,0.000,0.000,0.000,0.000,0.000,0.333,0.436,0.250,100.1,83.4,0,2
Tiffany Mitchell,LVA,LVA vs. CON,6/25/2025,W,10,73.7,66.7,7,0.250,0.33,0.167,0.000,0.077,0.042,0.500,0.500,0.500,0.238,100.2,83.5,-18.8,2
Tiffany Mitchell,LVA,LVA vs. IND,6/22/2025,W,7,86.7,66.7,20,0.000,0,0.000,0.000,0.200,0.125,0.000,0.000,1.136,0.133,106.1,88.4,28.6,2
Tiffany Mitchell,LVA,LVA vs. SEA,6/20/2025,L,10,105.3,100,5.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,93.1,77.6,-8.7,2
Tiffany Mitchell,LVA,LVA @ MIN,6/17/2025,L,21,63.4,104.9,-41.5,0.000,0,0.000,0.045,0.160,0.106,0.250,0.833,0.833,0.170,93.6,78.0,26.1,2
Tiffany Mitchell,LVA,LVA vs. PHX,6/15/2025,L,15,90.3,116.1,-25.8,0.000,0,0.000,0.000,0.000,0.000,0.571,0.750,0.694,0.194,98.0,81.7,-5.9,2
Tiffany Mitchell,LVA,LVA vs. DAL,6/13/2025,W,13,110.7,96.4,14.3,0.000,0,0.000,0.083,0.333,0.208,0.000,0.000,0.758,0.094,102.6,85.5,15.8,2
Tiffany Mitchell,LVA,LVA vs. LAS,6/11/2025,L,12,92,125.9,-33.9,0.000,0,0.000,0.000,0.143,0.048,0.000,0.250,0.338,0.148,103.0,85.8,-4.7,2
Tiffany Mitchell,LVA,LVA @ GSV,6/7/2025,L,17,79.5,117.1,-37.7,0.143,1,0.143,0.000,0.063,0.030,0.143,0.500,0.512,0.154,105.5,87.9,0,2
Tiffany Mitchell,LVA,LVA @ SEA,6/1/2025,W,15,119.4,74.2,45.2,0.000,0,0.000,0.000,0.063,0.033,0.000,0.375,0.375,0.118,101.1,84.3,2.5,2
Tiffany Mitchell,LVA,LVA vs. LAS,5/30/2025,W,14,117.9,120.7,-2.8,0.222,1,0.286,0.067,0.000,0.042,0.286,0.750,0.868,0.156,99.8,83.2,4.1,2
Tiffany Mitchell,LVA,LVA @ SEA,5/25/2025,L,10,115,104.8,10.2,0.333,0,0.333,0.091,0.333,0.200,0.000,0.333,0.463,0.182,98.4,82.0,16,2
Tiffany Mitchell,LVA,LVA vs. WAS,5/23/2025,W,8,80,131.3,-51.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.532,0.118,95.5,79.6,3,2
Tiffany Mitchell,LVA,LVA @ CON,5/20/2025,W,16,87.9,82.4,5.5,0.125,0.5,0.167,0.059,0.167,0.114,0.333,0.000,0.725,0.128,102.0,85.0,10,2
Tiffany Mitchell,LVA,LVA @ NYL,5/17/2025,L,17,94.7,92.5,2.2,0.000,0,0.000,0.000,0.091,0.043,0.000,0.000,0.000,0.093,108.6,90.5,-4.4,2
A'ja Wilson,LVA,LVA @ PHX,10/10/2025,W,36,111.8,107.9,3.9,0.235,2,0.111,0.023,0.276,0.125,0.056,0.333,0.528,0.364,100.9,84.1,19.7,3
A'ja Wilson,LVA,LVA @ PHX,10/8/2025,W,38,115.3,115.1,0.2,0.267,1.33,0.125,0.079,0.275,0.179,0.094,0.575,0.672,0.326,90.7,75.6,29.8,3
A'ja Wilson,LVA,LVA vs. PHX,10/5/2025,W,32,127.7,96.9,30.8,0.136,1,0.100,0.107,0.306,0.219,0.100,0.565,0.565,0.360,97.2,81.0,19.7,3
A'ja Wilson,LVA,LVA vs. PHX,10/3/2025,W,38,110.5,107.9,2.6,0.208,0,0.200,0.103,0.167,0.133,0.000,0.438,0.526,0.235,96.0,80.0,16.3,3
A'ja Wilson,LVA,LVA vs. IND,9/30/2025,W,41,123.5,110,13.5,0.227,5,0.132,0.026,0.194,0.107,0.026,0.500,0.557,0.367,94.4,78.7,23.1,3
A'ja Wilson,LVA,LVA @ IND,9/28/2025,L,36,97.3,113.7,-16.4,0.188,1,0.094,0.000,0.225,0.127,0.094,0.583,0.582,0.377,98.1,81.7,26,3
A'ja Wilson,LVA,LVA @ IND,9/26/2025,W,38,106.8,95.9,10.9,0.167,1.33,0.148,0.000,0.178,0.105,0.111,0.325,0.318,0.280,93.4,77.8,5.4,3
A'ja Wilson,LVA,LVA vs. IND,9/23/2025,W,33,116.7,80.3,36.4,0.050,0.33,0.042,0.042,0.216,0.148,0.125,0.583,0.633,0.315,96.2,80.2,29.5,3
A'ja Wilson,LVA,LVA vs. IND,9/21/2025,L,34,98.5,107.5,-8.9,0.048,0.33,0.036,0.061,0.367,0.206,0.107,0.273,0.331,0.360,96.5,80.4,5.9,3
A'ja Wilson,LVA,LVA vs. SEA,9/18/2025,W,37,94.5,98.6,-4.1,0.250,3,0.086,0.000,0.128,0.070,0.029,0.538,0.616,0.410,94.4,78.7,30.1,3
A'ja Wilson,LVA,LVA @ SEA,9/16/2025,L,38,111,110.5,0.4,0.250,1.67,0.200,0.033,0.308,0.188,0.120,0.625,0.624,0.244,93.3,77.8,19.2,3
A'ja Wilson,LVA,LVA vs. SEA,9/14/2025,W,30,132.3,86.9,45.4,0.100,0.67,0.071,0.000,0.242,0.138,0.107,0.583,0.647,0.377,97.5,81.2,21,3
Aaliyah Nye,LVA,LVA @ PHX,10/8/2025,W,2,0,133.3,-133.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.5,54.6,-100,3
Aaliyah Nye,LVA,LVA vs. PHX,10/5/2025,W,2,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,86.4,72.0,0,3
Aaliyah Nye,LVA,LVA vs. PHX,10/3/2025,W,1,50,100,-50,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,117.2,97.7,-28.6,3
Aaliyah Nye,LVA,LVA vs. IND,9/23/2025,W,4,85.7,100,-14.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,88.9,74.1,-13.3,3
Aaliyah Nye,LVA,LVA vs. IND,9/21/2025,L,1,66.7,100,-33.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.0,80.0,0,3
Aaliyah Nye,LVA,LVA vs. SEA,9/14/2025,W,5,88.9,150,-61.1,0.000,0,0.000,0.000,0.500,0.100,0.000,0.000,0.000,0.167,91.5,76.3,-5.1,3
Chelsea Gray,LVA,LVA @ PHX,10/10/2025,W,38,114.1,102.6,11.5,0.200,0,0.200,0.000,0.121,0.051,0.000,0.533,0.537,0.176,99.5,82.9,11.6,3
Chelsea Gray,LVA,LVA @ PHX,10/8/2025,W,39,123.3,113.7,9.6,0.200,5,0.278,0.026,0.025,0.026,0.056,0.409,0.446,0.149,90.5,75.4,6.7,3
Chelsea Gray,LVA,LVA vs. PHX,10/5/2025,W,35,109.5,93.1,16.4,0.345,3.33,0.435,0.029,0.189,0.111,0.130,0.500,0.506,0.153,100.1,83.4,15.8,3
Chelsea Gray,LVA,LVA vs. PHX,10/3/2025,W,35,115.3,104.3,11,0.345,10,0.556,0.000,0.212,0.101,0.056,0.357,0.481,0.099,96.3,80.3,13.2,3
Chelsea Gray,LVA,LVA vs. IND,9/30/2025,W,39,114.5,110.7,3.8,0.261,6,0.316,0.000,0.057,0.027,0.053,0.667,0.683,0.151,93.0,77.5,15.7,3
Chelsea Gray,LVA,LVA @ IND,9/28/2025,L,38,101.3,113,-11.7,0.321,1.8,0.333,0.000,0.054,0.029,0.185,0.423,0.446,0.217,98.9,82.4,6.5,3
Chelsea Gray,LVA,LVA @ IND,9/26/2025,W,36,111.1,87.5,23.6,0.231,3,0.353,0.000,0.064,0.039,0.118,0.786,0.815,0.138,96.0,80.0,20.9,3
Chelsea Gray,LVA,LVA vs. IND,9/23/2025,W,31,111.3,79,32.3,0.385,3.33,0.500,0.000,0.030,0.018,0.150,0.333,0.410,0.149,97.1,80.9,10.3,3
Chelsea Gray,LVA,LVA vs. IND,9/21/2025,L,34,78.9,112.9,-34,0.222,2,0.222,0.050,0.107,0.074,0.111,0.500,0.523,0.175,99.9,83.2,10.6,3
Chelsea Gray,LVA,LVA vs. SEA,9/18/2025,W,37,94.6,90.5,4.1,0.381,1.6,0.381,0.000,0.054,0.029,0.238,0.750,0.750,0.163,96.3,80.3,12.4,3
Chelsea Gray,LVA,LVA @ SEA,9/16/2025,L,36,111.6,98.6,13,0.375,4.5,0.450,0.000,0.024,0.014,0.100,0.389,0.389,0.143,93.6,78.0,5.9,3
Chelsea Gray,LVA,LVA vs. SEA,9/14/2025,W,28,128.6,87.5,41.1,0.240,6,0.500,0.037,0.100,0.070,0.083,0.375,0.512,0.095,97.8,81.5,11.1,3
Cheyenne Parker-Tyus,LVA,LVA vs. PHX,10/5/2025,W,2,0,0,0,0.000,0,0.000,0.000,0.333,0.167,0.000,0.000,0.000,0.333,86.4,72.0,0,3
Cheyenne Parker-Tyus,LVA,LVA vs. IND,9/23/2025,W,4,85.7,100,-14.3,0.000,0,0.000,0.250,0.000,0.200,0.000,0.333,0.333,0.375,88.9,74.1,6.7,3
Cheyenne Parker-Tyus,LVA,LVA vs. IND,9/21/2025,L,5,40,144.4,-104.4,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,99.1,82.6,-6.7,3
Cheyenne Parker-Tyus,LVA,LVA vs. SEA,9/18/2025,W,10,70,90,-20,0.250,0,0.250,0.000,0.133,0.080,0.000,0.000,0.347,0.150,98.8,82.3,12.2,3
Cheyenne Parker-Tyus,LVA,LVA @ SEA,9/16/2025,L,6,160,120,40,0.000,0,0.000,0.000,0.000,0.000,0.500,0.000,0.568,0.182,87.2,72.6,-17.4,3
Cheyenne Parker-Tyus,LVA,LVA vs. SEA,9/14/2025,W,11,145.5,100,45.5,0.000,0,0.000,0.250,0.000,0.100,0.250,1.167,1.167,0.160,97.9,81.6,8.4,3
Dana Evans,LVA,LVA @ PHX,10/10/2025,W,21,106.5,97.8,8.7,0.182,0,0.200,0.000,0.056,0.022,0.000,0.571,0.635,0.157,103.0,85.8,8.2,3
Dana Evans,LVA,LVA @ PHX,10/8/2025,W,16,125.8,133.3,-7.5,0.100,0,0.167,0.063,0.000,0.038,0.000,0.600,0.600,0.132,92.4,77.0,-2.3,3
Dana Evans,LVA,LVA vs. PHX,10/5/2025,W,26,85.5,82.1,3.3,0.313,1.67,0.385,0.000,0.000,0.000,0.231,0.500,0.500,0.131,104.5,87.1,1.3,3
Dana Evans,LVA,LVA vs. PHX,10/3/2025,W,26,119.2,103.9,15.3,0.200,0,0.188,0.000,0.077,0.040,0.000,0.808,0.808,0.224,96.7,80.6,22.4,3
Dana Evans,LVA,LVA vs. IND,9/30/2025,W,20,147.5,116.2,31.3,0.118,0.5,0.154,0.000,0.000,0.000,0.308,0.357,0.357,0.244,93.6,78.0,-6.4,3
Dana Evans,LVA,LVA @ IND,9/28/2025,L,13,84.6,80.8,3.8,0.167,0,0.200,0.000,0.000,0.000,0.000,0.375,0.375,0.138,98.0,81.7,3.4,3
Dana Evans,LVA,LVA @ IND,9/26/2025,W,23,112.8,78.3,34.5,0.294,1.67,0.333,0.000,0.036,0.022,0.200,0.600,0.740,0.189,97.8,81.5,17.2,3
Dana Evans,LVA,LVA vs. IND,9/23/2025,W,19,116.7,86.1,30.6,0.273,0,0.250,0.000,0.067,0.029,0.000,0.556,0.556,0.200,93.4,77.8,18.2,3
Dana Evans,LVA,LVA vs. IND,9/21/2025,L,23,100,91.5,8.5,0.250,3,0.231,0.000,0.095,0.047,0.077,0.722,0.742,0.196,96.8,80.7,20.5,3
Dana Evans,LVA,LVA vs. SEA,9/18/2025,W,15,85.7,103.4,-17.7,0.222,0,0.333,0.000,0.000,0.000,0.000,0.000,0.258,0.133,94.7,78.9,-2,3
Dana Evans,LVA,LVA @ SEA,9/16/2025,L,14,104,122.2,-18.2,0.222,2,0.400,0.000,0.000,0.000,0.200,0.000,0.532,0.111,92.2,76.9,0,3
Dana Evans,LVA,LVA vs. SEA,9/14/2025,W,23,126.1,104.3,21.8,0.462,0,0.353,0.042,0.136,0.087,0.000,0.591,0.591,0.204,98.5,82.1,16.8,3
Jackie Young,LVA,LVA @ PHX,10/10/2025,W,35,112.3,114.1,-1.8,0.444,4,0.296,0.050,0.185,0.104,0.074,0.393,0.514,0.226,100.0,83.3,16,3
Jackie Young,LVA,LVA @ PHX,10/8/2025,W,37,115.5,115.1,0.4,0.450,0,0.300,0.028,0.049,0.039,0.000,0.417,0.509,0.253,92.4,77.0,17.6,3
Jackie Young,LVA,LVA vs. PHX,10/5/2025,W,34,115.1,104.2,10.8,0.091,0.67,0.074,0.088,0.135,0.113,0.111,0.675,0.721,0.301,100.4,83.7,19.4,3
Jackie Young,LVA,LVA vs. PHX,10/3/2025,W,32,103.1,115.9,-12.8,0.227,2.5,0.227,0.029,0.048,0.036,0.091,0.231,0.339,0.230,96.9,80.8,1.1,3
Jackie Young,LVA,LVA vs. IND,9/30/2025,W,44,122.4,110.6,11.8,0.370,0,0.303,0.024,0.079,0.051,0.000,0.600,0.680,0.242,93.6,78.0,20.1,3
Jackie Young,LVA,LVA @ IND,9/28/2025,L,38,101.3,110.4,-9.1,0.346,4.5,0.409,0.063,0.075,0.069,0.091,0.700,0.765,0.157,98.0,81.7,16.3,3
Jackie Young,LVA,LVA @ IND,9/26/2025,W,34,106.2,101.5,4.6,0.222,1,0.160,0.000,0.122,0.074,0.160,0.679,0.751,0.292,92.4,77.0,24.5,3
Jackie Young,LVA,LVA vs. IND,9/23/2025,W,32,118.8,87.3,31.4,0.208,1.67,0.263,0.115,0.061,0.085,0.158,0.545,0.568,0.189,94.2,78.5,8.6,3
Jackie Young,LVA,LVA vs. IND,9/21/2025,L,35,92.8,120.3,-27.5,0.118,0.4,0.087,0.088,0.160,0.119,0.217,0.594,0.578,0.276,95.7,79.7,8,3
Jackie Young,LVA,LVA vs. SEA,9/18/2025,W,34,94.2,91.2,3,0.056,0.33,0.059,0.034,0.027,0.030,0.176,0.542,0.543,0.213,95.6,79.7,7.2,3
Jackie Young,LVA,LVA @ SEA,9/16/2025,L,35,106,111.8,-5.8,0.250,2,0.154,0.034,0.105,0.075,0.077,0.500,0.609,0.293,93.6,78.0,15.7,3
Jackie Young,LVA,LVA vs. SEA,9/14/2025,W,28,132.7,85.5,47.3,0.333,1.75,0.333,0.091,0.097,0.094,0.190,0.889,0.911,0.226,94.6,78.9,21.5,3
Jewell Loyd,LVA,LVA @ PHX,10/10/2025,W,31,118.5,95.2,23.3,0.056,1,0.083,0.079,0.038,0.063,0.083,0.600,0.600,0.143,99.6,83.0,6.6,3
Jewell Loyd,LVA,LVA @ PHX,10/8/2025,W,30,131,108.6,22.4,0.050,0.5,0.083,0.107,0.129,0.119,0.167,0.857,0.913,0.157,92.7,77.2,14.5,3
Jewell Loyd,LVA,LVA vs. PHX,10/5/2025,W,30,118.8,88.7,30,0.000,0,0.000,0.067,0.139,0.106,0.000,0.563,0.563,0.111,102.0,85.0,9.8,3
Jewell Loyd,LVA,LVA vs. PHX,10/3/2025,W,35,111.4,107.1,4.3,0.000,0,0.000,0.056,0.063,0.059,0.059,0.563,0.563,0.213,97.1,80.9,5.7,3
Jewell Loyd,LVA,LVA vs. IND,9/30/2025,W,32,128.1,112.9,15.2,0.038,0,0.111,0.118,0.077,0.100,0.000,0.429,0.508,0.113,95.2,79.3,4.8,3
Jewell Loyd,LVA,LVA @ IND,9/28/2025,L,32,90.9,109.4,-18.5,0.000,0,0.000,0.031,0.061,0.046,0.111,0.375,0.375,0.127,96.3,80.3,2.4,3
Jewell Loyd,LVA,LVA @ IND,9/26/2025,W,23,84.1,80,4.1,0.000,0,0.000,0.000,0.069,0.040,0.250,0.000,0.000,0.082,91.4,76.2,-9.1,3
Jewell Loyd,LVA,LVA vs. IND,9/23/2025,W,26,117.3,75,42.3,0.053,0.33,0.111,0.043,0.111,0.080,0.333,1.000,1.050,0.129,96.4,80.4,11.3,3
Jewell Loyd,LVA,LVA vs. IND,9/21/2025,L,28,91.5,94.7,-3.2,0.048,1,0.143,0.000,0.040,0.019,0.143,0.300,0.300,0.092,99.0,82.5,-2.2,3
Jewell Loyd,LVA,LVA vs. SEA,9/18/2025,W,29,98.1,91.2,6.9,0.105,2,0.286,0.077,0.091,0.085,0.143,0.500,0.500,0.085,91.6,76.3,8.3,3
Jewell Loyd,LVA,LVA @ SEA,9/16/2025,L,29,116.4,116.4,0,0.125,2,0.143,0.043,0.000,0.020,0.071,0.611,0.604,0.194,90.3,75.3,5.4,3
Jewell Loyd,LVA,LVA vs. SEA,9/14/2025,W,26,130.9,77.8,53.1,0.053,0,0.100,0.043,0.067,0.057,0.000,0.722,0.742,0.145,101.7,84.7,12.8,3
Kiah Stokes,LVA,LVA @ PHX,10/10/2025,W,1,0,66.7,-66.7,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,221.5,184.6,0,3
Kiah Stokes,LVA,LVA @ PHX,10/8/2025,W,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4800.0,4000.0,0,3
Kiah Stokes,LVA,LVA vs. PHX,10/3/2025,W,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,213.3,177.8,0,3
Kiah Stokes,LVA,LVA vs. IND,9/30/2025,W,0,0,66.7,-66.7,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,566.9,472.4,0,3
Kiah Stokes,LVA,LVA @ IND,9/28/2025,L,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1600.0,1333.3,0,3
Kiah Stokes,LVA,LVA vs. IND,9/23/2025,W,4,85.7,100,-14.3,0.000,0,0.000,0.000,1.000,0.200,0.000,0.000,0.000,0.000,88.9,74.1,0,3
Kiah Stokes,LVA,LVA vs. IND,9/21/2025,L,1,66.7,100,-33.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.0,80.0,0,3
Kiah Stokes,LVA,LVA vs. SEA,9/18/2025,W,0,0,0,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.1,96.8,0,3
Kiah Stokes,LVA,LVA vs. SEA,9/14/2025,W,5,88.9,150,-61.1,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,91.5,76.3,-5.1,3
Kierstan Bell,LVA,LVA @ PHX,10/10/2025,W,7,128.6,118.8,9.8,0.000,0,0.000,0.000,0.200,0.100,0.000,1.500,1.500,0.067,104.8,87.3,14.5,3
Kierstan Bell,LVA,LVA @ PHX,10/8/2025,W,11,71.4,127.3,-55.8,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,97.5,81.3,-5.3,3
Kierstan Bell,LVA,LVA vs. PHX,10/5/2025,W,7,69.2,100,-30.8,0.000,0,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.143,93.6,78.0,0,3
Kierstan Bell,LVA,LVA vs. PHX,10/3/2025,W,5,100,91.7,8.3,0.000,0,0.000,0.000,0.250,0.111,0.000,0.833,0.833,0.273,102.2,85.2,20.8,3
Kierstan Bell,LVA,LVA vs. IND,9/30/2025,W,6,76.9,123.1,-46.2,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.9,84.1,0,3
Kierstan Bell,LVA,LVA @ IND,9/28/2025,L,6,146.2,138.5,7.7,0.000,0,0.000,0.000,0.000,0.000,0.000,1.500,1.500,0.077,107.9,89.9,5.2,3
Kierstan Bell,LVA,LVA @ IND,9/26/2025,W,7,128.6,135.7,-7.1,0.143,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.4,81.2,4.4,3
Kierstan Bell,LVA,LVA vs. IND,9/23/2025,W,10,100,114.3,-14.3,0.125,0,0.250,0.000,0.200,0.071,0.000,0.667,0.667,0.136,96.3,80.3,13.8,3
Kierstan Bell,LVA,LVA vs. IND,9/21/2025,L,16,93.3,134.4,-41,0.083,0,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.061,92.7,77.3,-1.4,3
Kierstan Bell,LVA,LVA vs. SEA,9/18/2025,W,20,105.1,87.2,17.9,0.063,0.5,0.167,0.059,0.400,0.219,0.333,0.000,0.000,0.109,95.0,79.2,4.2,3
Kierstan Bell,LVA,LVA @ SEA,9/16/2025,L,12,76,104,-28,0.000,0,0.000,0.091,0.000,0.037,0.250,1.167,1.167,0.148,104.8,87.3,14.1,3
Kierstan Bell,LVA,LVA vs. SEA,9/14/2025,W,15,113.8,120.7,-6.9,0.000,0,0.000,0.000,0.083,0.034,0.000,0.417,0.417,0.176,94.1,78.4,1.6,3
Megan Gustafson,LVA,LVA @ PHX,10/10/2025,W,9,109.5,80,29.5,0.000,0,0.000,0.000,0.125,0.053,0.000,0.000,0.000,0.000,104.3,86.9,0,3
Megan Gustafson,LVA,LVA @ PHX,10/8/2025,W,11,84.2,110.5,-26.3,0.000,0,0.000,0.077,0.111,0.091,0.667,0.000,0.000,0.115,85.5,71.3,-10.9,3
Megan Gustafson,LVA,LVA vs. PHX,10/5/2025,W,13,100,103.1,-3.1,0.000,0,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.091,116.7,97.3,-3.7,3
Megan Gustafson,LVA,LVA vs. PHX,10/3/2025,W,11,129.2,112.5,16.7,0.100,0,0.500,0.000,0.083,0.043,0.000,1.000,1.000,0.036,102.3,85.2,7,3
Megan Gustafson,LVA,LVA vs. IND,9/30/2025,W,18,108.3,114.3,-6,0.167,0,0.500,0.000,0.000,0.000,0.000,1.250,1.250,0.049,96.1,80.1,10.5,3
Megan Gustafson,LVA,LVA @ IND,9/28/2025,L,15,108.8,120.6,-11.8,0.000,0,0.000,0.000,0.067,0.037,0.333,0.500,0.500,0.086,107.0,89.2,-5.4,3
Megan Gustafson,LVA,LVA @ IND,9/26/2025,W,6,108.3,91.7,16.7,0.000,0,0.000,0.250,0.143,0.200,0.000,0.833,0.833,0.200,93.7,78.1,30,3
Megan Gustafson,LVA,LVA vs. IND,9/23/2025,W,7,125,80,45,0.000,0,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.143,103.6,86.3,-4.8,3
Megan Gustafson,LVA,LVA vs. IND,9/21/2025,L,8,85,55.6,29.4,0.000,0,0.000,0.000,0.250,0.125,0.000,0.000,1.136,0.083,110.6,92.1,36.4,3
Megan Gustafson,LVA,LVA vs. SEA,9/14/2025,W,5,88.9,150,-61.1,0.000,0,0.000,0.125,0.500,0.200,0.000,0.000,0.000,0.250,91.5,76.3,-7.7,3
NaLyssa Smith,LVA,LVA @ PHX,10/10/2025,W,23,137.8,102.2,35.6,0.000,0,0.000,0.160,0.045,0.106,0.286,0.500,0.512,0.130,94.9,79.1,0,3
NaLyssa Smith,LVA,LVA @ PHX,10/8/2025,W,17,144.1,91.7,52.5,0.059,0,0.200,0.133,0.227,0.189,0.000,0.250,0.250,0.103,101.5,84.6,1.9,3
NaLyssa Smith,LVA,LVA vs. PHX,10/5/2025,W,21,107.1,95.2,11.9,0.056,1,0.143,0.000,0.238,0.116,0.143,0.250,0.307,0.125,96.9,80.7,4.1,3
NaLyssa Smith,LVA,LVA vs. PHX,10/3/2025,W,16,81.8,100,-18.2,0.000,0,0.000,0.053,0.385,0.188,0.200,1.000,0.532,0.139,96.6,80.5,7.9,3
NaLyssa Smith,LVA,LVA vs. IND,9/30/2025,W,26,112.5,108,4.5,0.000,0,0.000,0.000,0.042,0.022,0.167,0.400,0.460,0.118,90.9,75.7,-0.6,3
NaLyssa Smith,LVA,LVA @ IND,9/28/2025,L,22,107,100,7,0.000,0,0.000,0.000,0.091,0.051,0.375,0.800,0.800,0.170,96.2,80.1,1.9,3
NaLyssa Smith,LVA,LVA @ IND,9/26/2025,W,33,112.5,87.7,24.8,0.000,0,0.000,0.071,0.047,0.056,0.071,0.615,0.595,0.194,94.1,78.4,10.8,3
NaLyssa Smith,LVA,LVA vs. IND,9/23/2025,W,30,113.6,89.8,23.7,0.053,0.5,0.063,0.083,0.161,0.127,0.125,0.778,0.694,0.221,94.0,78.4,14.7,3
NaLyssa Smith,LVA,LVA vs. IND,9/21/2025,L,15,75,141.9,-66.9,0.000,0,0.000,0.053,0.091,0.067,0.000,0.500,0.500,0.111,100.1,83.4,5.6,3
NaLyssa Smith,LVA,LVA vs. SEA,9/18/2025,W,18,103,82.9,20.2,0.154,2,0.333,0.000,0.308,0.167,0.167,0.333,0.333,0.108,89.8,74.8,0,3
NaLyssa Smith,LVA,LVA @ SEA,9/16/2025,L,31,101.7,103.3,-1.6,0.000,0,0.000,0.037,0.206,0.131,0.000,0.600,0.595,0.090,93.8,78.2,11.9,3
NaLyssa Smith,LVA,LVA vs. SEA,9/14/2025,W,25,123.1,79.6,43.4,0.050,0,0.100,0.120,0.207,0.167,0.000,0.667,0.637,0.153,100.2,83.5,17.5,3